key	uniform	x_offset	y_offset	character_image	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	show_full_intro_option	difficulty	startpos_map	agent_subtype_record	faction
wh3_dlc24_political_party_tze_the_deceivers	composite_scene\lord_selection\tzeentch\kairos_fateweaver.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_changeling_0.png		Front_end_selection_movies/the_changeling_front_end	ui/loading_ui/load_images/campaign_tzeentch1.png		-1.0000	-1.0000	wh3_dlc24_vo_actor_Tzeentch_The_Changeling	false	easy	default	wh3_dlc24_tze_the_changeling	wh3_dlc24_tze_the_deceivers
wh3_main_political_party_chaos_cth_the_northern_provinces	composite_scene\lord_selection\cathay\miao_ying.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\cth_storm_dragon_human_0.png		Front_end_selection_movies/miao_ying_front_end	ui/loading_ui/load_images/campaign_cathay1.png		-1.0000	-1.0000	wh3_main_vo_actor_Cathay_Miao_Ying	false	easy	default	wh3_main_cth_miao_ying	wh3_main_cth_the_northern_provinces
wh3_main_political_party_chaos_cth_the_western_provinces	composite_scene\lord_selection\cathay\zhao_ming.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\cth_iron_dragon_human_0.png		Front_end_selection_movies/zhao_ming_front_end	ui/loading_ui/load_images/campaign_cathay1.png		-1.0000	-1.0000	wh3_main_vo_actor_Cathay_Zhao_Ming	false	easy	default	wh3_main_cth_zhao_ming	wh3_main_cth_the_western_provinces
wh3_main_political_party_chaos_dae_daemon_prince	composite_scene\lord_selection\daemons\daemon_prince_default.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_prince_0.png		Front_end_selection_movies/daemon_prince_front_end	ui/loading_ui/load_images/campaign_daemons1.png		-1.0000	-1.0000	wh3_main_vo_actor_DaemonPrince_DaemonPrince	false	easy	default	wh3_main_dae_daemon_prince	wh3_main_dae_daemon_prince
wh3_main_political_party_chaos_kho_exiles_of_khorne	composite_scene\lord_selection\khorne\skarbrand.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_skarbrand_0.png		Front_end_selection_movies/skarbrand_front_end	ui/loading_ui/load_images/campaign_khorne1.png		-1.0000	-1.0000	wh3_main_vo_actor_Khorne_Skarbrand	false	easy	default	wh3_main_kho_skarbrand	wh3_main_kho_exiles_of_khorne
wh3_main_political_party_chaos_ksl_the_great_orthodoxy	composite_scene\lord_selection\kislev\kostaltyn.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_kostaltyn_0.png		Front_end_selection_movies/kostaltyn_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Kostaltyn	false	easy	default	wh3_main_ksl_kostaltyn	wh3_main_ksl_the_great_orthodoxy
wh3_main_political_party_chaos_ksl_the_ice_court	composite_scene\lord_selection\kislev\katarin.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_katarin_0.png		Front_end_selection_movies/katarin_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Katarin	false	easy	default	wh3_main_ksl_katarin	wh3_main_ksl_the_ice_court
wh3_main_political_party_chaos_ksl_ursun_revivalists	composite_scene\lord_selection\kislev\boris.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_cha_boris_0.png		Front_end_selection_movies/boris_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Boris	false	easy	default	wh3_main_ksl_boris	wh3_main_ksl_ursun_revivalists
wh3_main_political_party_chaos_nur_poxmakers_of_nurgle	composite_scene\lord_selection\nurgle\plaguefather.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_kugath_0.png		Front_end_selection_movies/kugath_front_end	ui/loading_ui/load_images/campaign_nurgle1.png		-1.0000	-1.0000	wh3_main_vo_actor_Nurgle_Kugath	false	easy	default	wh3_main_nur_kugath	wh3_main_nur_poxmakers_of_nurgle
wh3_main_political_party_chaos_ogr_disciples_of_the_maw	composite_scene\lord_selection\ogre_kingdoms\skrag_the_slaughterer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ogr_skrag_0.png		Front_end_selection_movies/skrag_front_end	ui/loading_ui/load_images/campaign_ogre_kingdoms1.png		-1.0000	-1.0000	wh3_main_vo_actor_Ogres_Skrag	false	easy	default	wh3_main_ogr_skrag_the_slaughterer	wh3_main_ogr_goldtooth
wh3_main_political_party_chaos_ogr_goldtooth	composite_scene\lord_selection\ogre_kingdoms\greasus_goldtooth.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ogr_greasus_0.png		Front_end_selection_movies/greasus_front_end	ui/loading_ui/load_images/campaign_ogre_kingdoms1.png		-1.0000	-1.0000	wh3_main_vo_actor_Ogres_Greasus_Goldtooth	false	easy	default	wh3_main_ogr_greasus_goldtooth	wh3_main_ogr_disciples_of_the_maw
wh3_main_political_party_chaos_sla_seducers_of_slaanesh	composite_scene\lord_selection\slaanesh\n_kari.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_nkari_0.png		Front_end_selection_movies/nkari_front_end	ui/loading_ui/load_images/campaign_slaanesh1.png		-1.0000	-1.0000	wh3_main_vo_actor_Slaanesh_Nkari	false	easy	default	wh3_main_sla_nkari	wh3_main_sla_seducers_of_slaanesh
wh3_main_political_party_chaos_tze_oracles_of_tzeentch	composite_scene\lord_selection\tzeentch\kairos_fateweaver.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_kairos_0.png		Front_end_selection_movies/kairos_front_end	ui/loading_ui/load_images/campaign_tzeentch1.png		-1.0000	-1.0000	wh3_main_vo_actor_Tzeentch_Kairos	false	easy	default	wh3_main_tze_kairos	wh3_main_tze_oracles_of_tzeentch
wh3_main_political_party_chs_shadow_legion	composite_scene\lord_selection\daemons\daemon_prince_default.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_belakor_0.png		Front_end_selection_movies/belakor_front_end	ui/loading_ui/load_images/campaign_daemons1.png		-1.0000	-1.0000	wh3_main_vo_actor_Belakor	false	easy	default	wh3_main_dae_belakor	wh3_main_chs_shadow_legion
wh3_main_political_party_cth_the_northern_provinces	composite_scene\lord_selection\cathay\miao_ying.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\cth_storm_dragon_human_0.png		Front_end_selection_movies/miao_ying_front_end	ui/loading_ui/load_images/campaign_cathay1.png		-1.0000	-1.0000	wh3_main_vo_actor_Cathay_Miao_Ying	false	easy	default	wh3_main_cth_miao_ying	wh3_main_cth_the_northern_provinces
wh3_main_political_party_cth_the_western_provinces	composite_scene\lord_selection\cathay\zhao_ming.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\cth_iron_dragon_human_0.png		Front_end_selection_movies/zhao_ming_front_end	ui/loading_ui/load_images/campaign_cathay1.png		-1.0000	-1.0000	wh3_main_vo_actor_Cathay_Zhao_Ming	false	easy	default	wh3_main_cth_zhao_ming	wh3_main_cth_the_western_provinces
wh3_main_political_party_dae_daemon_prince	composite_scene\lord_selection\daemons\daemon_prince_default.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_prince_0.png		Front_end_selection_movies/daemon_prince_front_end	ui/loading_ui/load_images/campaign_daemons1.png		-1.0000	-1.0000	wh3_main_vo_actor_DaemonPrince_DaemonPrince	false	easy	default	wh3_main_dae_daemon_prince	wh3_main_dae_daemon_prince
wh3_main_political_party_kho_exiles_of_khorne	composite_scene\lord_selection\khorne\skarbrand.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_skarbrand_0.png		Front_end_selection_movies/skarbrand_front_end	ui/loading_ui/load_images/campaign_khorne1.png		-1.0000	-1.0000	wh3_main_vo_actor_Khorne_Skarbrand	false	easy	default	wh3_main_kho_skarbrand	wh3_main_kho_exiles_of_khorne
wh3_main_political_party_ksl_the_great_orthodoxy	composite_scene\lord_selection\kislev\kostaltyn.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_kostaltyn_0.png		Front_end_selection_movies/kostaltyn_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Kostaltyn	false	easy	default	wh3_main_ksl_kostaltyn	wh3_main_ksl_the_great_orthodoxy
wh3_main_political_party_ksl_the_ice_court	composite_scene\lord_selection\kislev\katarin.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_katarin_0.png		Front_end_selection_movies/katarin_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Katarin	false	easy	default	wh3_main_ksl_katarin	wh3_main_ksl_the_ice_court
wh3_main_political_party_ksl_ursun_revivalists	composite_scene\lord_selection\kislev\boris.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ksl_cha_boris_0.png		Front_end_selection_movies/boris_front_end	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Kislev_Boris	false	easy	default	wh3_main_ksl_boris	wh3_main_ksl_ursun_revivalists
wh3_main_political_party_nur_poxmakers_of_nurgle	composite_scene\lord_selection\nurgle\plaguefather.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_kugath_0.png		Front_end_selection_movies/kugath_front_end	ui/loading_ui/load_images/campaign_nurgle1.png		-1.0000	-1.0000	wh3_main_vo_actor_Nurgle_Kugath	false	easy	default	wh3_main_nur_kugath	wh3_main_nur_poxmakers_of_nurgle
wh3_main_political_party_ogr_disciples_of_the_maw	composite_scene\lord_selection\ogre_kingdoms\skrag_the_slaughterer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ogr_skrag_0.png		Front_end_selection_movies/skrag_front_end	ui/loading_ui/load_images/campaign_ogre_kingdoms1.png		-1.0000	-1.0000	wh3_main_vo_actor_Ogres_Skrag	false	easy	default	wh3_main_ogr_skrag_the_slaughterer	wh3_main_ogr_disciples_of_the_maw
wh3_main_political_party_ogr_goldtooth	composite_scene\lord_selection\ogre_kingdoms\greasus_goldtooth.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\ogr_greasus_0.png		Front_end_selection_movies/greasus_front_end	ui/loading_ui/load_images/campaign_ogre_kingdoms1.png		-1.0000	-1.0000	wh3_main_vo_actor_Ogres_Greasus_Goldtooth	false	easy	default	wh3_main_ogr_greasus_goldtooth	wh3_main_ogr_goldtooth
wh3_main_political_party_sla_seducers_of_slaanesh	composite_scene\lord_selection\slaanesh\n_kari.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_nkari_0.png		Front_end_selection_movies/nkari_front_end	ui/loading_ui/load_images/campaign_slaanesh1.png		-1.0000	-1.0000	wh3_main_vo_actor_Slaanesh_Nkari	false	easy	default	wh3_main_sla_nkari	wh3_main_sla_seducers_of_slaanesh
wh3_main_political_party_tze_oracles_of_tzeentch	composite_scene\lord_selection\tzeentch\kairos_fateweaver.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dae_kairos_0.png		Front_end_selection_movies/kairos_front_end	ui/loading_ui/load_images/campaign_tzeentch1.png		-1.0000	-1.0000	wh3_main_vo_actor_Tzeentch_Kairos	false	easy	default	wh3_main_tze_kairos	wh3_main_tze_oracles_of_tzeentch
wh3_prologue_political_party_kislev_expedition	composite_scene\winds_of_magic.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\skv_tretch_craventail_0.png		Front_end_selection_movies/skv_tretch	ui/loading_ui/load_images/campaign_kislev1.png		-1.0000	-1.0000	wh3_main_vo_actor_Prologue_Yuri_0	false		default	wh3_prologue_general_test	wh3_prologue_kislev_expedition
wh_dlc03_political_party_beastmen_malagor	composite_scene\lord_selection\beastmen_warherds\malagor.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\bst_ch_malagor_0.png		Front_end_selection_movies/malagor_front_end	ui/loading_ui/load_images/campaign_beastmen1.png		-1.0000	-1.0000	wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen	false	easy	wh_dlc03_political_party_beastmen_malagor	wh_dlc03_bst_malagor	wh2_dlc17_bst_malagor
wh_dlc03_political_party_beastmen_morghur	composite_scene\lord_selection\beastmen_warherds\morghur.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\bst_ch_morghur_0.png		Front_end_selection_movies/morghur_front_end	ui/loading_ui/load_images/campaign_beastmen1.png		-1.0000	-1.0000	wh_dlc05_vo_actor_Beastmen_Morghur	false		wh_dlc03_political_party_beastmen_morghur	wh_dlc05_bst_morghur	wh_dlc05_bst_morghur_herd
wh_dlc03_political_party_beastmen_ruler	composite_scene\lord_selection\beastmen_warherds\khazrak.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\bst_ch_khazrak_0.png		Front_end_selection_movies/khazrak_front_end	ui/loading_ui/load_images/campaign_beastmen1.png		-1.0000	-1.0000	wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye	false		wh_dlc03_political_party_beastmen_ruler	wh_dlc03_bst_khazrak	wh_dlc03_bst_beastmen
wh_dlc04_political_party_empire_volkmar	composite_scene\lord_selection\empire_provinces\volkmar_the_grim.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\emp_ch_volkmar_0.png		Front_end_selection_movies/volkmar_front_end	ui/loading_ui/load_images/campaign_empire1.png		-1.0000	-1.0000	wh_dlc04_vo_actor_Empire_Volkmar_The_Grim	false	easy	wh_dlc04_political_party_empire_volkmar	wh_dlc04_emp_volkmar	wh3_main_emp_cult_of_sigmar
wh_dlc04_political_party_vampire_helman	composite_scene\lord_selection\undead\helman_ghorst.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\vmp_ch_master_necromancer_helman_0.png		Front_end_selection_movies/helman_front_end	ui/loading_ui/load_images/campaign_vampire_counts1.png		-1.0000	-1.0000	wh_dlc04_vo_actor_Vampire_Helman_Ghorst	false	easy	wh_dlc04_political_party_vampire_helman	wh_dlc04_vmp_helman_ghorst	wh3_main_vmp_caravan_of_blue_roses
wh_dlc05_political_party_wood_elves_durthu	composite_scene\lord_selection\wood_elf_realms\durthu.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\wef_durthu_0.png		Front_end_selection_movies/durthu_front_end	ui/loading_ui/load_images/campaign_wood_elves1.png		-1.0000	-1.0000	wh_dlc05_vo_actor_Wood_Elves_Durthu	false		wh_dlc05_political_party_wood_elves_durthu	wh_dlc05_wef_durthu	wh_dlc05_wef_argwylon
wh_dlc05_political_party_wood_elves_ruler	composite_scene\lord_selection\wood_elf_realms\orion.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\wef_orion_0.png		Front_end_selection_movies/orion_front_end	ui/loading_ui/load_images/campaign_wood_elves1.png		-1.0000	-1.0000	wh_dlc05_vo_actor_Wood_Elves_Orion	false		wh_dlc05_political_party_wood_elves_ruler	wh_dlc05_wef_orion	wh_dlc05_wef_wood_elves
wh_dlc06_political_party_belegar_ruler	composite_scene\lord_selection\dwarf_realms\belegar_ironhammer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dwf_ch_belegar_ironhammer_0.png		Front_end_selection_movies/belegar_front_end	ui/loading_ui/load_images/campaign_dwarfs1.png		-1.0000	-1.0000	wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer	false	easy	wh_dlc06_political_party_belegar_ruler	wh_dlc06_dwf_belegar	wh_main_dwf_karak_izor
wh_dlc06_political_party_skarsnik_ruler	composite_scene\lord_selection\greenskin_tribes\skarsnik.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\grn_ch_skarsnik_0.png		Front_end_selection_movies/skarsnik_front_end	ui/loading_ui/load_images/campaign_greenskins1.png		-1.0000	-1.0000	wh_dlc06_vo_actor_Goblin_Skarsnik	false	easy	wh_dlc06_political_party_skarsnik_ruler	wh_dlc06_grn_skarsnik	wh_main_grn_crooked_moon
wh_dlc06_political_party_wurrzag_ruler	composite_scene\lord_selection\greenskin_tribes\wurrzag.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\grn_ch_wurrzag_0.png		Front_end_selection_movies/wurrzag_front_end	ui/loading_ui/load_images/campaign_greenskins1.png		-1.0000	-1.0000	wh_dlc06_vo_actor_Orc_Wurrzag	false		wh_dlc06_political_party_wurrzag_ruler	wh_dlc06_grn_wurrzag_da_great_prophet	wh_main_grn_orcs_of_the_bloody_hand
wh_dlc07_political_party_bretonnia_alberic	composite_scene\lord_selection\bretonnian_kingdoms\alberic_bordeleaux.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\brt_alberic_bordeleaux_0.png		Front_end_selection_movies/alberic_front_end	ui/loading_ui/load_images/campaign_bretonnia1.png		-1.0000	-1.0000	wh_dlc07_vo_actor_Bretonnian_Alberic	false	easy	wh_dlc07_political_party_bretonnia_alberic	wh_dlc07_brt_alberic	wh_main_brt_bordeleaux
wh_dlc07_political_party_bretonnia_fay	composite_scene\lord_selection\bretonnian_kingdoms\the_fay_enchantress.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\brt_ch_fay_enchantress_0.png		Front_end_selection_movies/fay_front_end	ui/loading_ui/load_images/campaign_bretonnia1.png		-1.0000	-1.0000	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	false		wh_dlc07_political_party_bretonnia_fay	wh_dlc07_brt_fay_enchantress	wh_main_brt_carcassonne
wh_dlc07_political_party_bretonnia_ruler	composite_scene\lord_selection\bretonnian_kingdoms\louen_leoncoeur.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\brt_ch_king_louen_leoncoeur_0.png		Front_end_selection_movies/louen_front_end	ui/loading_ui/load_images/campaign_bretonnia1.png		-1.0000	-1.0000	wh_main_vo_actor_Bretonnian_King_Louen	false		wh_dlc07_political_party_bretonnia_ruler	wh_main_brt_louen_leoncouer	wh_main_brt_bretonnia
wh_dlc08_political_party_norsca_ruler	composite_scene\lord_selection\norsca\wulfrik_the_wanderer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\nor_cha_wulfrik_0.png		Front_end_selection_movies/wulfric_front_end	ui/loading_ui/load_images/campaign_norsca1.png		-1.0000	-1.0000	wh_dlc08_vo_actor_Norsca_Wulfrik	false	easy	wh_dlc08_political_party_norsca_ruler	wh_dlc08_nor_wulfrik	wh_dlc08_nor_norsca
wh_dlc08_political_party_norsca_throgg	composite_scene\lord_selection\norsca\throgg.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\nor_cha_throgg_0.png		Front_end_selection_movies/throgg_front_end	ui/loading_ui/load_images/campaign_norsca1.png		-1.0000	-1.0000	wh_dlc08_vo_actor_Norsca_Throgg	false	easy	wh_dlc08_political_party_norsca_throgg	wh_dlc08_nor_throgg	wh_dlc08_nor_wintertooth
wh_main_political_party_chaos_kholek	composite_scene\lord_selection\chaos\kholek_suneater.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\chs_kholek_suneater_0.png		Front_end_selection_movies/kholek_front_end	ui/loading_ui/load_images/campaign_chaos1.png		-1.0000	-1.0000	wh_dlc01_vo_actor_Chaos_KholekSuneater	false		wh_main_political_party_chaos_kholek	wh_dlc01_chs_kholek_suneater	wh3_dlc20_chs_kholek
wh_main_political_party_chaos_ruler	composite_scene\lord_selection\chaos\archaon_the_everchosen.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\chs_ch_archaon_0.png		Front_end_selection_movies/archaon_front_end	ui/loading_ui/load_images/campaign_chaos1.png		-1.0000	-1.0000	wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen	false	easy	wh_main_political_party_chaos_ruler	wh_main_chs_archaon	wh_main_chs_chaos
wh_main_political_party_chaos_sigvald	composite_scene\lord_selection\chaos\prince_sigvald.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\chs_ch_sigvald_0.png		Front_end_selection_movies/sigvald_front_end	ui/loading_ui/load_images/campaign_chaos1.png		-1.0000	-1.0000	wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent	false		wh_main_political_party_chaos_sigvald	wh_dlc01_chs_prince_sigvald	wh3_dlc20_chs_sigvald
wh_main_political_party_dwarf_grombrindal	composite_scene\lord_selection\dwarf_realms\grombrindal.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dwf_ch_grombrindal_0.png		Front_end_selection_movies/grombrindal_front_end	ui/loading_ui/load_images/campaign_dwarfs1.png		-1.0000	-1.0000	wh_pro01_vo_actor_Dwarf_Grombrindal	false	easy	wh_main_political_party_dwarf_grombrindal	wh_pro01_dwf_grombrindal	wh3_main_dwf_the_ancestral_throng
wh_main_political_party_dwarf_ruler	composite_scene\lord_selection\dwarf_realms\thorgrim_grudgebearer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dwf_throne_of_power_0.png	wh_main_dwarfs_intro	Front_end_selection_movies/thorgrim_front_end	ui/loading_ui/load_images/campaign_dwarfs1.png		-1.0000	-1.0000	wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer	false		wh_main_political_party_dwarf_ruler	wh_main_dwf_thorgrim_grudgebearer	wh_main_dwf_dwarfs
wh_main_political_party_dwarf_ungrim	composite_scene\lord_selection\dwarf_realms\ungrim_ironfist.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\dwf_ch_ungrim_0.png		Front_end_selection_movies/ungrim_front_end	ui/loading_ui/load_images/campaign_dwarfs1.png		-1.0000	-1.0000	wh_main_vo_actor_Dwarf_UngrimIronfist	false	easy	wh_main_political_party_dwarf_ungrim	wh_main_dwf_ungrim_ironfist	wh_main_dwf_karak_kadrin
wh_main_political_party_empire_balthasar	composite_scene\lord_selection\empire_provinces\balthasar_gelt.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\emp_ch_balthasar_0.png		Front_end_selection_movies/balthazar_front_end	ui/loading_ui/load_images/campaign_empire1.png		-1.0000	-1.0000	wh_main_vo_actor_Empire_BalthasarGelt	false		wh_main_political_party_empire_balthasar	wh_main_emp_balthasar_gelt	wh2_dlc13_emp_golden_order
wh_main_political_party_empire_ruler	composite_scene\lord_selection\empire_provinces\emperor_karl_franz.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\emp_ch_karl_2h_hammer_0.png	wh_main_empire_intro	Front_end_selection_movies/franz_front_end	ui/loading_ui/load_images/campaign_empire1.png		-1.0000	-1.0000	wh_main_vo_actor_Empire_KarlFranz	false	easy	wh_main_political_party_empire_ruler	wh_main_emp_karl_franz	wh_main_emp_empire
wh_main_political_party_greenskins_azhag	composite_scene\lord_selection\greenskin_tribes\azhag_the_slaughterer.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\grn_ch_azhag_0.png		Front_end_selection_movies/azhag_front_end	ui/loading_ui/load_images/campaign_greenskins1.png		-1.0000	-1.0000	wh_main_vo_actor_Orc_AzhagTheSlaughterer	false		wh_main_political_party_greenskins_azhag	wh_main_grn_azhag_the_slaughterer	wh2_dlc15_grn_bonerattlaz
wh_main_political_party_greenskins_ruler	composite_scene\lord_selection\greenskin_tribes\grimgor_ironhide.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\grn_ch_grimgor_0.png	wh_main_greenskins_intro	Front_end_selection_movies/grimgor_front_end	ui/loading_ui/load_images/campaign_greenskins1.png		-1.0000	-1.0000	wh_main_vo_actor_Orc_GrimgorIronhide	false	easy	wh_main_political_party_greenskins_ruler	wh_main_grn_grimgor_ironhide	wh_main_grn_greenskins
wh_main_political_party_vampire_heinrich	composite_scene\lord_selection\undead\heinrich_kemmler.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\vmp_ch_heinrich_0.png		Front_end_selection_movies/heinrich_front_end	ui/loading_ui/load_images/campaign_vampire_counts1.png		-1.0000	-1.0000	wh_main_vo_actor_Vampire_HeinrichKemmler	false	easy	wh_main_political_party_vampire_heinrich	wh_main_vmp_heinrich_kemmler	wh2_dlc11_vmp_the_barrow_legion
wh_main_political_party_vampire_ruler	composite_scene\lord_selection\undead\mannfred_von_carstein.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\vmp_ch_mannfred_0.png	wh_main_vampire_counts_intro	Front_end_selection_movies/mannfred_front_end	ui/loading_ui/load_images/campaign_vampire_counts1.png		-1.0000	-1.0000	wh_main_vo_actor_Vampire_MannfredVonCarstein	false	easy	wh_main_political_party_vampire_ruler	wh_main_vmp_mannfred_von_carstein	wh_main_vmp_vampire_counts
wh_pro02_political_party_vampire_isabella	composite_scene\lord_selection\undead\isabella_von_carstein.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\vmp_ch_isabella_0.png		Front_end_selection_movies/isabella_front_end	ui/loading_ui/load_images/campaign_vampire_counts1.png		-1.0000	-1.0000	wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein	false	easy	wh_pro02_political_party_vampire_isabella	wh_pro02_vmp_isabella_von_carstein	wh_main_vmp_schwartzhafen
wh_pro02_political_party_vlad_ruler	composite_scene\lord_selection\undead\vlad_von_carstein.csc	0.0000	0.0000	UI\Portraits\Faction_leaders\vmp_ch_vlad_0.png		Front_end_selection_movies/vlad_front_end	ui/loading_ui/load_images/campaign_vampire_counts1.png		-1.0000	-1.0000	wh_dlc04_vo_actor_Vampire_Vlad_Von_Carstein	false	easy	wh_pro02_political_party_vlad_ruler	wh_dlc04_vmp_vlad_con_carstein	wh_main_vmp_schwartzhafen
